nom_annonce;url_annonce;prix;annee;kilometrage;puissance_cv;carburant;boite_vitesse;code_postal;age_voiture
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-feel-nav-38320-eybens-250939;8980;2021;17970;4;Essence;Manuelle;38;5
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-hybrid-145ch-envy-e-dcs6-13100-aix-en-provence-95781;31799;2008;10;7;Essence;Automatique;13;18
Citroen C3 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-shine-16430-champniers-128079;12999;2021;34804;6;Essence;Manuelle;16;5
Mercedes Classe A Berline;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-berline-250-e-163-109ch-amg-line-8g-dct-77240-vert-saint-denis-9130621;35999;2024;21754;9;Hybride;Automatique;77;2
Renault Mégane Estate;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-estate-1-6-e-tech-plug-in-160ch-rs-line-59640-dunkerque-601095;17999;2021;75437;5;Hybride;Automatique;59;5
Peugeot Partner;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-partner-xl-950kg-bluehdi-100ch-s-s-pack-premium-connect-01000-bourg-en-bresse-128442;25977;2025;100;5;Diesel;Manuelle;1;1
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-extreme-24-38150-salaise-sur-sanne-2470;17280;2025;9495;5;Essence;Manuelle;38;1
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-expression-02500-hirson-250529;14590;2023;47423;5;Essence;Manuelle;2;3
Renault Master;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-master-f3500-l2h2-2-3-blue-dci-135ch-confort-euro6e-02300-chauny-250847;31990;2024;26201;8;Diesel;Manuelle;2;2
Mg Mg3;https://www.autosphere.fr/fiche4/auto-occasion-mg-mg3-hybrid-195ch-comfort-25000-besancon-vd200418;17990;2024;19800;5;Hybride;Automatique;25;2
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-125ch-s-s-mhev-st-line-powershift-59600-maubeuge-5019517;19599;2022;59585;6;Essence;Automatique;59;4
Ford Explorer;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-explorer-286ch-extended-range-77kwh-pack-premium-rwd-92000-nanterre-14428;37999;2024;10500;6;Electrique;Automatique;92;2
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-73203-albertville-331190;29980;2024;34972;7;Essence;Automatique;73;2
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-0-9-tce-90ch-energy-intens-euro6c-62110-henin-beaumont-241282;12399;2018;47526;5;Essence;Manuelle;62;8
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-13100-aix-en-provence-95725;38499;2025;10;7;Essence;Automatique;13;1
Ds N°4;https://www.autosphere.fr/fiche4/auto-occasion-ds-n-4-hybride-145ch-jules-verne-08000-charleville-mezieres-vd290628;39400;2025;1000;7;Essence;Automatique;8;1
Fiat 600;https://www.autosphere.fr/fiche4/auto-occasion-fiat-600-1-2-hybrid-100ch-pack-confort-dct6-51530-dizy-crvd270255;25990;2025;2000;5;Essence;Automatique;51;1
Peugeot 3008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-73000-chambery-331000;30980;2024;10778;7;Essence;Automatique;73;2
Bmw Série 1;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-120ia-178ch-edition-m-sport-pro-dkg7-44400-reze-110598;35299;2023;14143;9;Essence;Automatique;44;3
Volvo Xc40;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-t5-recharge-180-82ch-inscription-luxe-dct-7-94430-chennevieres-sur-marne-252068;31299;2020;32485;10;Hybride;Automatique;94;6
Renault Trafic;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-trafic-l1h1-3t-2-0-blue-dci-130ch-confort-e6e-59223-roncq-508135;26799;2024;19494;7;Diesel;Manuelle;59;2
Mercedes Classe A;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-180-136ch-progressive-line-7g-dct-02200-soissons-s8446;27490;2022;45287;7;Essence;Automatique;2;4
Fiat Panda;https://www.autosphere.fr/fiche4/auto-occasion-fiat-panda-classic-1-0-70ch-bsg-s-s-icone-step-2-38320-eybens-250949;14979;2025;100;4;Essence;Manuelle;38;1
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-techno-38110-saint-jean-de-soudain-tdp406909;25580;2025;23951;5;Hybride;Automatique;38;1
Ford Puma;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-gen-e-168ch-standard-range-43-kwh-92000-nanterre-16344;31599;2025;5000;4;Electrique;Automatique;92;1
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-active-38000-grenoble-115788;17900;2008;16762;5;Essence;Manuelle;38;18
Bmw X4;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x4-xdrive20d-190ch-xline-59113-seclin-2510017;44999;2022;53068;10;Diesel;Automatique;59;4
Volkswagen T-Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-t-cross-1-0-tsi-110ch-life-plus-44400-reze-110154;19999;2023;34842;6;Essence;Manuelle;44;3
Toyota Yaris;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-69-vvt-i-france-3p-92600-asnieres-sur-seine-003248;12390;2016;47692;4;Essence;Manuelle;92;10
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-eat6-51100-reims-001050;13580;2022;37200;6;Essence;Automatique;51;4
Citroen C3;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-feel-business-08000-charleville-mezieres-411;9480;2021;66657;4;Essence;Manuelle;8;5
Opel Corsa;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-corsa-1-2-turbo-100ch-gs-37540-saint-cyr-sur-loire-600181;16999;2025;11215;5;Essence;Manuelle;37;1
Renault Arkana;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-62110-henin-beaumont-241243;21999;2024;21249;7;Essence;Automatique;62;2
Nissan Qashqai;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-1-3-mild-hybrid-140ch-n-connecta-26000-valence-206529;22490;2022;50900;7;Essence;Manuelle;26;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-100ch-s-s-allure-38300-bourgoin-jallieu-128422;15979;2024;23545;5;Essence;Manuelle;38;2
Mini Cabrio;https://www.autosphere.fr/fiche/auto-occasion-mini-cabrio-cooper-s-192ch-heddon-street-bva7-euro6d-t-40990-mees-122396;24999;2019;54452;10;Essence;Automatique;40;7
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-3-tce-130ch-fap-initiale-paris-edc-26000-valence-441233;21479;2020;21177;7;Essence;Automatique;26;6
Peugeot 308;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-hybrid-145ch-allure-e-dcs6-86100-chatellerault-1231711;27999;2025;500;7;Essence;Automatique;86;1
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-140ch-fap-intens-21-62000-arras-451453;16499;2021;73256;7;Essence;Manuelle;62;5
Ds Ds 7 Crossback;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-crossback-e-tense-225ch-performance-line-38320-eybens-350073;28290;2022;48886;10;Hybride;Automatique;38;4
Peugeot 3008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-pack-e-eat8-73203-albertville-211761;18280;2021;97323;10;Hybride;Automatique;73;5
Jeep Compass;https://www.autosphere.fr/fiche/auto-occasion-jeep-compass-1-6-multijet-ii-120ch-brooklyn-edition-4x2-euro6d-t-126g-94430-chennevieres-sur-marne-252135;17499;2020;75808;6;Diesel;Manuelle;94;6
Peugeot 308;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-phev-180ch-allure-pack-e-eat8-13300-salon-de-provence-37049;20990;2022;61948;8;Hybride;Automatique;13;4
Renault Trafic;https://www.autosphere.fr/fiche4/auto-occasion-renault-trafic-l2h1-3t-2-0-blue-dci-150ch-cabine-approfondie-confort-26000-valence-442444;28917;2022;8851;7;Diesel;Manuelle;26;4
Renault Zoé;https://www.autosphere.fr/fiche4/auto-occasion-renault-zoe-intens-r110-2019-location-de-batterie-38110-saint-jean-de-soudain-233384;6479;2019;122143;2;Electrique;Automatique;38;7
Mini Clubman;https://www.autosphere.fr/fiche/auto-occasion-mini-clubman-cooper-136ch-knightsbridge-59113-seclin-2512016;19890;2021;117000;7;Essence;Manuelle;59;5
Bmw X1;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x1-sdrive18i-136ch-business-design-33700-merignac-2511058;33999;2022;34944;7;Essence;Automatique;33;4
Renault Espace;https://www.autosphere.fr/fiche4/auto-occasion-renault-espace-1-2-e-tech-full-hybrid-200ch-iconic-7-places-24-26000-valence-441549;38980;2024;4632;7;Hybride;Automatique;26;2
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-expression-62231-coquelles-251182;13799;2023;35901;5;Gpl;Manuelle;62;3
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-38320-eybens-251075;18480;2025;19848;5;Essence;Manuelle;38;1
Renault Master;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-master-f3500-l2h2-2-3-blue-dci-135ch-grand-confort-euro6-59223-roncq-511183;25799;2023;43709;8;Diesel;Manuelle;59;3
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-59640-dunkerque-601228;24999;2025;19387;5;Hybride;Automatique;59;1
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-confort-22-01000-bourg-en-bresse-160241;12980;2022;61262;5;Gpl;Manuelle;1;4
Renault Zoé;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-achat-integral-21-57000-metz-226432;12999;2022;35142;4;Electrique;Automatique;57;4
Renault Austral;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-23-59223-roncq-510145;31499;2024;21150;7;Hybride;Automatique;59;2
Fiat 500x;https://www.autosphere.fr/fiche/auto-occasion-fiat-500x-1-3-firefly-turbo-t4-150ch-cross-dct-33700-merignac-251103;14490;2019;65000;8;Essence;Automatique;33;7
Volkswagen Arteon Shooting Brake;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-arteon-shooting-brake-2-0-tdi-evo-150ch-r-line-dsg7-33700-merignac-251015;28990;2021;71619;8;Diesel;Automatique;33;5
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-rive-gauche-13800-istres-023880;20499;2022;40882;5;Hybride;Automatique;13;4
Renault Trafic Combi;https://www.autosphere.fr/fiche4/auto-occasion-renault-trafic-combi-l2-2-0-blue-dci-150ch-energy-s-s-zen-8-places-51530-dizy-cr000401;32990;2022;29040;8;Diesel;Manuelle;51;4
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-esprit-alpine-23-62110-henin-beaumont-241257;25499;2024;22213;5;Hybride;Automatique;62;2
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-st-line-59552-lambres-lez-douai-4221118;20999;2023;37507;6;E85;Manuelle;59;3
Dacia Duster;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-70000-vesoul-24646;27800;2025;3677;5;Hybride;Automatique;70;1
Renault Symbioz;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-esprit-alpine-26100-romans-sur-isere-120109;29980;2024;21929;5;Hybride;Automatique;26;2
Kia Sportage;https://www.autosphere.fr/fiche-mixte/auto-occasion-kia-sportage-1-6-t-gdi-230ch-hev-active-business-bva6-4x2-62217-beaurains-a2079314;27799;2022;42870;10;Hybride;Automatique;62;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-59300-valenciennes-503060;15999;2024;10499;5;Essence;Manuelle;59;2
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-140ch-fap-intens-edc-21-13127-vitrolles-30359;18699;2021;20578;7;Essence;Automatique;13;5
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-intense-4wd-2023-92000-nanterre-24024;30299;2023;5;5;Hybride;Automatique;92;3
Nissan Qashqai;https://www.autosphere.fr/fiche/auto-occasion-nissan-qashqai-hybrid-e-power-190ch-tekna-2025-59160-lomme-frn1318297;40990;2025;5000;8;Hybride;Automatique;59;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-79000-niort-1242588;12999;2023;19811;4;Essence;Manuelle;79;3
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-26000-valence-441872;29980;2025;7953;5;Hybride;Automatique;26;1
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-5-bluehdi-100ch-pro-plus-16430-champniers-128168;15299;2025;500;5;Diesel;Manuelle;16;1
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-160ch-fap-intens-edc-21b-62219-longuenesse-250974;17299;2021;90104;8;Essence;Automatique;62;5
Toyota C-Hr;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-184h-dynamic-business-2wd-e-cvt-mc19-59223-roncq-308132;22999;2020;37034;7;Hybride;Automatique;59;6
Volkswagen Caddy Van;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-caddy-van-2-0-tdi-102ch-business-line-sans-galerie-44400-reze-110177;12999;2017;94051;7;Diesel;Manuelle;44;9
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-73230-saint-alban-leysse-113297;18999;2021;48424;5;Hybride;Automatique;73;5
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-roadtrip-73203-albertville-212164;16989;2008;28284;7;Essence;Manuelle;73;18
Renault Symbioz;https://www.autosphere.fr/fiche/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-techno-73230-saint-alban-leysse-113276;30299;2025;10907;5;Hybride;Automatique;73;1
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-instyle-4wd-2023-94400-vitry-sur-seine-001330;31599;2023;5;5;Hybride;Automatique;94;3
Bmw Ix3;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-ix3-m-sport-286ch-inspiring-59650-villeneuve-d-ascq-2508530;37799;2022;35421;6;Electrique;Automatique;59;4
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-84000-avignon-59691;33999;2025;5;7;Essence;Automatique;84;1
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-hybride-145-engineered-carplay-55000kms-gtie-1an-57400-buhl-lorraine-009621;23299;2022;0;5;Hybride;Automatique;57;4
Ds Ds 3;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-1-2-puretech-130ch-performance-automatique-03100-montlucon-4000643;21990;2024;19419;7;Essence;Automatique;3;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-e-2008-136ch-allure-pack-74600-seynod-158708;17826;2008;22900;4;Electrique;Automatique;74;18
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-51100-reims-948375;15990;2023;20823;5;Essence;Manuelle;51;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-esprit-alpine-24-59470-wormhout-250844;24299;2024;12103;5;Hybride;Automatique;59;2
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-allure-e-eat8-64122-urrugne-494490;22999;2022;65347;10;Hybride;Automatique;64;4
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-hybrid-225ch-c-series-e-eat8-38320-eybens-251023;23480;2021;42954;10;Hybride;Automatique;38;5
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-plug-in-160ch-intens-62231-coquelles-251281;14799;2021;111870;5;Hybride;Automatique;62;5
Cupra Born;https://www.autosphere.fr/fiche-mixte/auto-occasion-cupra-born-325ch-79-kwh-vz-08000-charleville-mezieres-st44078632;40990;2025;5000;6;Electrique;Automatique;8;1
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-like-60005-beauvais-2016972;9900;2020;63010;4;Essence;Manuelle;60;6
Citroen Berlingo;https://www.autosphere.fr/fiche4/auto-occasion-citroen-berlingo-m-electric-club-26100-romans-sur-isere-120118;8980;2018;37850;6;Electrique;Automatique;26;8
Renault Austral;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-59470-wormhout-250741;28499;2023;60065;7;Hybride;Automatique;59;3
Mini Mini;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-cooper-se-184ch-edition-premium-plus-bva-5cv-33700-merignac-2510066;21999;2023;16780;5;Electrique;Automatique;33;3
Citroen C5 Aircross;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c5-aircross-hybrid-225ch-shine-pack-e-eat8-73203-albertville-212051;21342;2020;55095;10;Hybride;Automatique;73;6
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-extreme-24-62800-lievin-241119;18499;2025;9472;5;Essence;Manuelle;62;1
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-5-blue-dci-115ch-prestige-4x2-51000-chalons-en-champagne-021879;16999;2022;101901;6;Diesel;Manuelle;51;4
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-e-tech-electric-zen-r80-achat-integral-21my-13300-salon-de-provence-302899;9999;2021;39424;3;Electrique;Automatique;13;5
Peugeot 5008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-37170-chambray-les-tours-700736;29999;2024;24759;7;Diesel;Automatique;37;2
Mercedes Eqa;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-eqa-250-190ch-progressive-line-79180-chauray-49608;29499;2022;49823;7;Electrique;Automatique;79;4
Fiat 500;https://www.autosphere.fr/fiche-mixte/auto-occasion-fiat-500-e-118ch-la-prima-62400-bethune-3250199;17599;2021;18085;3;Electrique;Automatique;62;5
Citroen C3;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-feel-e6-d-51100-reims-001579;12476;2023;68900;5;Diesel;Manuelle;51;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-125g-38000-grenoble-115891;18480;2008;46173;7;Diesel;Automatique;38;18
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-mild-hybrid-160ch-esprit-alpine-edc-62232-fouquieres-les-bethune-250623;31499;2025;2764;8;Essence;Automatique;62;1
Ford Focus;https://www.autosphere.fr/fiche/auto-occasion-ford-focus-1-0-ecoboost-125ch-titanium-97g-62232-fouquieres-les-bethune-250631;15499;2020;58826;6;Essence;Manuelle;62;6
Toyota Yaris;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-100h-collection-5p-rc19-92000-nanterre-24112;16999;2020;63000;3;Hybride;Automatique;92;6
Toyota C-Hr;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-2-0-hybride-200ch-design-ng23-92600-asnieres-sur-seine-003172;28999;2024;22391;8;Hybride;Automatique;92;2
Peugeot 508 Sw;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-508-sw-bluehdi-130ch-s-s-allure-eat8-03110-charmeil-3000528;25999;2024;21381;7;Diesel;Automatique;3;2
Volkswagen T-Cross;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-cross-1-0-tsi-115ch-r-line-dsg7-44400-reze-110393;20499;2020;63635;6;Essence;Automatique;44;6
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid4-300ch-gt-line-e-eat8-64300-orthez-71399;21999;2020;104950;9;Hybride;Automatique;64;6
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-24-59223-roncq-511195;16499;2024;9434;5;Gpl;Manuelle;59;2
Citroen C3 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-feel-51100-reims-001210;12979;2022;42000;6;Essence;Manuelle;51;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-25-94400-vitry-sur-seine-001444;21699;2025;9938;5;Hybride;Automatique;94;1
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-86000-poitiers-12092139;10999;2023;42559;4;Essence;Manuelle;86;3
Suzuki Swift;https://www.autosphere.fr/fiche/auto-occasion-suzuki-swift-1-4-boosterjet-hybrid-129ch-sport-62114-sains-en-gohelle-225444;21799;2023;11580;7;Essence;Manuelle;62;3
Nissan Juke;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-juke-1-6-hybrid-143ch-n-sport-2025-59223-roncq-hd879xg;29499;2025;6000;5;Hybride;Automatique;59;1
Bmw X1;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x1-sdrive18i-136ch-xline-64100-bayonne-122463;35499;2022;14474;7;Essence;Automatique;64;4
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-63000-clermont-ferrand-1002579;15299;2024;16570;5;Essence;Manuelle;63;2
Toyota Yaris Cross;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-130h-gr-sport-my25-92600-asnieres-sur-seine-st43738483;31990;2025;10000;5;Hybride;Automatique;92;1
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-6-hybrid-140ch-extreme-5-places-13300-salon-de-provence-302876;24299;2023;6568;5;Hybride;Automatique;13;3
Peugeot 308;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-308-phev-180ch-active-pack-e-eat8-38000-grenoble-115847;16980;2022;102086;8;Hybride;Automatique;38;4
Nissan Micra;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-micra-1-0-ig-t-92ch-business-edition-xtronic-2021-44400-reze-110366;16999;2021;20043;5;Essence;Automatique;44;5
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-22-62219-longuenesse-250805;13299;2022;67516;5;Gpl;Manuelle;62;4
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-envy-e-dcs6-63000-clermont-ferrand-st43921140;30799;2008;5000;7;Essence;Automatique;63;18
Skoda Karoq;https://www.autosphere.fr/fiche/auto-occasion-skoda-karoq-1-5-tsi-act-150ch-sportline-dsg-euro6ap-51100-reims-115232;23999;2020;84603;8;Essence;Automatique;51;6
Ford Kuga;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-1-5-ecoblue-120ch-st-line-powershift-51530-magenta-450344;23799;2023;19758;6;Diesel;Automatique;51;3
Renault Kangoo;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-1-5-blue-dci-95ch-zen-70000-vesoul-24623;20989;2022;68765;5;Diesel;Manuelle;70;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-esprit-alpine-13300-salon-de-provence-st43298341;20600;2025;9000;5;Essence;Manuelle;13;1
Mercedes Glb;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-glb-200d-150ch-amg-line-8g-dct-44400-reze-110521;41499;2022;42000;8;Diesel;Automatique;44;4
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-3-tce-130ch-fap-prestige-4x2-13300-salon-de-provence-37185;18990;2022;32631;7;Essence;Manuelle;13;4
Ford Fiesta;https://www.autosphere.fr/fiche/auto-occasion-ford-fiesta-1-0-ecoboost-100ch-stop-start-business-5p-euro6-2-10510-maizieres-la-grande-paroisse-025516;12499;2020;44525;5;Essence;Manuelle;10;6
Renault Master;https://www.autosphere.fr/fiche/auto-occasion-renault-master-f3300-l2h2-2-3-blue-dci-135ch-grand-confort-euro6-62231-coquelles-251160;28499;2024;42681;8;Diesel;Manuelle;62;2
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-73490-la-ravoire-gmsa503;17480;2025;11742;5;Essence;Manuelle;73;1
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-evolution-62000-arras-450644;18499;2024;17000;5;Hybride;Automatique;62;2
Mazda Mx-5 Rf;https://www.autosphere.fr/fiche/auto-occasion-mazda-mx-5-rf-1-5-skyactiv-g-132ch-selection-euro6d-t-44400-reze-110438;23299;2018;54686;7;Essence;Manuelle;44;8
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-130ch-fap-zen-edc-02200-soissons-250734;16490;2020;77671;7;Essence;Automatique;2;6
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-22-62114-sains-en-gohelle-225437;13699;2022;62507;5;Gpl;Manuelle;62;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-intens-21n-62231-coquelles-251030;14999;2021;31024;5;Essence;Manuelle;62;5
Renault Mégane Estate;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-estate-1-5-blue-dci-115ch-techno-edc-23-84120-pertuis-250436;22999;2024;26683;6;Diesel;Automatique;84;2
Bmw Série 2 Gran Coupé;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-2-gran-coupe-220-170ch-m-sport-dkg7-13100-aix-en-provence-920024;42999;2025;14382;8;Essence;Automatique;13;1
